"menu_id","menu_page_id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","date","location","currency","currency_symbol","status","page_count","dish_count"
13913,4427,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH LAND","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME; WINE LIST INCLUDED;","1900-3869","1900-07-11","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,213
13913,4429,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH LAND","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME; WINE LIST INCLUDED;","1900-3869","1900-07-11","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,213
13913,4426,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH LAND","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME; WINE LIST INCLUDED;","1900-3869","1900-07-11","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,213
13931,4483,"","PALACE HOTEL RESTAURAT","DINNER","COMMERCIAL","SAN FRANCISCOCA","CARD;6.25X10.75;","DAILY","CORKAGE $1 PER BOTTLE;ONE SIDE IN ENGLISH,ONE IN FRENCH;","1900-4831","1900-10-31","PALACE HOTEL RESTAURAT","DOLLARS","$","COMPLETE",2,421
13931,4482,"","PALACE HOTEL RESTAURAT","DINNER","COMMERCIAL","SAN FRANCISCOCA","CARD;6.25X10.75;","DAILY","CORKAGE $1 PER BOTTLE;ONE SIDE IN ENGLISH,ONE IN FRENCH;","1900-4831","1900-10-31","PALACE HOTEL RESTAURAT","DOLLARS","$","COMPLETE",2,421
13964,4567,"","U.S.M.S. NEW YORK","DINNER","COMMERCIAL","","CARD;ILLUS;COL;4X6.25;","DAILY","FLAG;PRICES WINE LIST ON BACK","1900-5005","1900-12-12","USMS NEW YORK","DOLLARS","$","COMPLETE",2,103
13964,4566,"","U.S.M.S. NEW YORK","DINNER","COMMERCIAL","","CARD;ILLUS;COL;4X6.25;","DAILY","FLAG;PRICES WINE LIST ON BACK","1900-5005","1900-12-12","USMS NEW YORK","DOLLARS","$","COMPLETE",2,103
13994,4686,"","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DINNER","SOC","ART ROOMS OF THE ACADEMY OF MUSIC","FOLDER;5 X 7.25;","OTHER SOC","PRICED WINE LIST; SEAL;","1900-5069","1900-12-21","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DOLLARS","$","COMPLETE",4,46
13994,4689,"","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DINNER","SOC","ART ROOMS OF THE ACADEMY OF MUSIC","FOLDER;5 X 7.25;","OTHER SOC","PRICED WINE LIST; SEAL;","1900-5069","1900-12-21","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DOLLARS","$","COMPLETE",4,46
13994,4688,"","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DINNER","SOC","ART ROOMS OF THE ACADEMY OF MUSIC","FOLDER;5 X 7.25;","OTHER SOC","PRICED WINE LIST; SEAL;","1900-5069","1900-12-21","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DOLLARS","$","COMPLETE",4,46
13994,4687,"","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DINNER","SOC","ART ROOMS OF THE ACADEMY OF MUSIC","FOLDER;5 X 7.25;","OTHER SOC","PRICED WINE LIST; SEAL;","1900-5069","1900-12-21","NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN","DOLLARS","$","COMPLETE",4,46
13997,4706,"","U.S.M.S. NEW YORK","DINNER","MIL","EN ROUTE ABOARD NEW YORK","CARD; 4 X 6.25;","","PRICED WINE LIST ON BACK; MARITIME FLAG;","1900-5072","1900-12-22","USMS NEW YORK","DOLLARS","$","COMPLETE",2,102
13997,4707,"","U.S.M.S. NEW YORK","DINNER","MIL","EN ROUTE ABOARD NEW YORK","CARD; 4 X 6.25;","","PRICED WINE LIST ON BACK; MARITIME FLAG;","1900-5072","1900-12-22","USMS NEW YORK","DOLLARS","$","COMPLETE",2,102
13998,4708,"","HAAN'S","DINNER","COMMERCIAL","PARK ROW BUILDING NY","CARD; 7 X 11;","","PRICED MENU; PRICED WINE LIST; NOTE ABOUT PURITY OF WATER;","1900-5076","1900-12-22","HAANS","DOLLARS","$","COMPLETE",2,325
13998,4709,"","HAAN'S","DINNER","COMMERCIAL","PARK ROW BUILDING NY","CARD; 7 X 11;","","PRICED MENU; PRICED WINE LIST; NOTE ABOUT PURITY OF WATER;","1900-5076","1900-12-22","HAANS","DOLLARS","$","COMPLETE",2,325
14001,4719,"","HOTEL SCHENLEY","DINNER","COMMERCIAL","","FOLDER; COL; 5 X 7;","","PRICED MENU; DATE NOTED BY FEB;","1900-5080","1900-12-23","HOTEL SCHENLEY","DOLLARS","$","COMPLETE",4,47
14001,4718,"","HOTEL SCHENLEY","DINNER","COMMERCIAL","","FOLDER; COL; 5 X 7;","","PRICED MENU; DATE NOTED BY FEB;","1900-5080","1900-12-23","HOTEL SCHENLEY","DOLLARS","$","COMPLETE",4,47
14001,4720,"","HOTEL SCHENLEY","DINNER","COMMERCIAL","","FOLDER; COL; 5 X 7;","","PRICED MENU; DATE NOTED BY FEB;","1900-5080","1900-12-23","HOTEL SCHENLEY","DOLLARS","$","COMPLETE",4,47
14001,4721,"","HOTEL SCHENLEY","DINNER","COMMERCIAL","","FOLDER; COL; 5 X 7;","","PRICED MENU; DATE NOTED BY FEB;","1900-5080","1900-12-23","HOTEL SCHENLEY","DOLLARS","$","COMPLETE",4,47
14162,5246,"","FLEISCHMANN'S VIENNA MODEL BAKERY","DINNER","COMMERCIAL","BROADWAY AND TENTH STREET NEW YORK","FOLDER; 7 X 11.25;","","PRICED MENU;","1906-1040","1906-12-31","FLEISCHMANNS VIENNA MODEL BAKERY","DOLLARS","$","COMPLETE",2,68
14162,5247,"","FLEISCHMANN'S VIENNA MODEL BAKERY","DINNER","COMMERCIAL","BROADWAY AND TENTH STREET NEW YORK","FOLDER; 7 X 11.25;","","PRICED MENU;","1906-1040","1906-12-31","FLEISCHMANNS VIENNA MODEL BAKERY","DOLLARS","$","COMPLETE",2,68
14167,5265,"","BULL'S HEAD RESTAURANT","DINNER","COMMERCIAL","","BROADSIDE;6 X 9.75;","DAILY","MENU HANDWRITTEN, PRICES INCLUDED;","1901-1849","1901-07-04","BULLS HEAD RESTAURANT","DOLLARS","$","COMPLETE",2,33
14167,5264,"","BULL'S HEAD RESTAURANT","DINNER","COMMERCIAL","","BROADSIDE;6 X 9.75;","DAILY","MENU HANDWRITTEN, PRICES INCLUDED;","1901-1849","1901-07-04","BULLS HEAD RESTAURANT","DOLLARS","$","COMPLETE",2,33
14177,5294,"","HOTEL WORTHY","DINNER","COMMERCIAL","SPRINGFIELD MASS","FOLDER;6 X 9.5;","DAILY","COMPLETE MENU WITH PRICES;","1901-1866","1901-07-05","HOTEL WORTHY","DOLLARS","$","COMPLETE",4,223
14177,5295,"","HOTEL WORTHY","DINNER","COMMERCIAL","SPRINGFIELD MASS","FOLDER;6 X 9.5;","DAILY","COMPLETE MENU WITH PRICES;","1901-1866","1901-07-05","HOTEL WORTHY","DOLLARS","$","COMPLETE",4,223
14177,5297,"","HOTEL WORTHY","DINNER","COMMERCIAL","SPRINGFIELD MASS","FOLDER;6 X 9.5;","DAILY","COMPLETE MENU WITH PRICES;","1901-1866","1901-07-05","HOTEL WORTHY","DOLLARS","$","COMPLETE",4,223
14177,5296,"","HOTEL WORTHY","DINNER","COMMERCIAL","SPRINGFIELD MASS","FOLDER;6 X 9.5;","DAILY","COMPLETE MENU WITH PRICES;","1901-1866","1901-07-05","HOTEL WORTHY","DOLLARS","$","COMPLETE",4,223
14198,5338,"","DUTCHER HOUSE","DINNER","COMMERCIAL","","CARD; 4.5X6.25;","","TABLE D'HOTE MENU;","1901-2296","1901-09-08","DUTCHER HOUSE","DOLLARS","$","COMPLETE",2,251
14198,5339,"","DUTCHER HOUSE","DINNER","COMMERCIAL","","CARD; 4.5X6.25;","","TABLE D'HOTE MENU;","1901-2296","1901-09-08","DUTCHER HOUSE","DOLLARS","$","COMPLETE",2,251
14205,5355,"","U.S.M.S.PHILADELPHIA","DINNER","NAV","EN ROUTE","CARD; 4 X 6.25;","","LOG0; PRICED WINE LIST ON BACK OF MENU;","1901-2518","1901-10-15","USMSPHILADELPHIA","DOLLARS","$","COMPLETE",4,280
14205,5356,"","U.S.M.S.PHILADELPHIA","DINNER","NAV","EN ROUTE","CARD; 4 X 6.25;","","LOG0; PRICED WINE LIST ON BACK OF MENU;","1901-2518","1901-10-15","USMSPHILADELPHIA","DOLLARS","$","COMPLETE",4,280
14205,5357,"","U.S.M.S.PHILADELPHIA","DINNER","NAV","EN ROUTE","CARD; 4 X 6.25;","","LOG0; PRICED WINE LIST ON BACK OF MENU;","1901-2518","1901-10-15","USMSPHILADELPHIA","DOLLARS","$","COMPLETE",4,280
14205,5354,"","U.S.M.S.PHILADELPHIA","DINNER","NAV","EN ROUTE","CARD; 4 X 6.25;","","LOG0; PRICED WINE LIST ON BACK OF MENU;","1901-2518","1901-10-15","USMSPHILADELPHIA","DOLLARS","$","COMPLETE",4,280
14248,5490,"","BAILEY CATERING COMPANH","DINNER","COMMERCIAL","ELECTRIC TOWER RESTAURANTPAN AMERICAN EXPOSITION","FOLDER; COL; 5.5X8.5;","DAILY","WINE LIST; CAUTIONARY NOTE TO PATRONS WITH FACSIMILE OF CHECK ILLUSTRATED;","1901-2184","1901-08-21","BAILEY CATERING COMPANH","DOLLARS","$","COMPLETE",2,171
14248,5489,"","BAILEY CATERING COMPANH","DINNER","COMMERCIAL","ELECTRIC TOWER RESTAURANTPAN AMERICAN EXPOSITION","FOLDER; COL; 5.5X8.5;","DAILY","WINE LIST; CAUTIONARY NOTE TO PATRONS WITH FACSIMILE OF CHECK ILLUSTRATED;","1901-2184","1901-08-21","BAILEY CATERING COMPANH","DOLLARS","$","COMPLETE",2,171
14268,5553,"","PULLMAN BUFFET","DINNER","COMMERCIAL","EN ROUTE  PARLOR CAR","FOLDER;ILLUS; COL; 5 X 7.25;","","COMPLETE WINE LIST INCLUDED; ALL PRICES LISTED;","1901-2331","1901-09-01","PULLMAN BUFFET","DOLLARS","$","COMPLETE",4,77
14268,5551,"","PULLMAN BUFFET","DINNER","COMMERCIAL","EN ROUTE  PARLOR CAR","FOLDER;ILLUS; COL; 5 X 7.25;","","COMPLETE WINE LIST INCLUDED; ALL PRICES LISTED;","1901-2331","1901-09-01","PULLMAN BUFFET","DOLLARS","$","COMPLETE",4,77
14268,5554,"","PULLMAN BUFFET","DINNER","COMMERCIAL","EN ROUTE  PARLOR CAR","FOLDER;ILLUS; COL; 5 X 7.25;","","COMPLETE WINE LIST INCLUDED; ALL PRICES LISTED;","1901-2331","1901-09-01","PULLMAN BUFFET","DOLLARS","$","COMPLETE",4,77
14268,5552,"","PULLMAN BUFFET","DINNER","COMMERCIAL","EN ROUTE  PARLOR CAR","FOLDER;ILLUS; COL; 5 X 7.25;","","COMPLETE WINE LIST INCLUDED; ALL PRICES LISTED;","1901-2331","1901-09-01","PULLMAN BUFFET","DOLLARS","$","COMPLETE",4,77
14299,5651,"","UNION PACIFIC R.R. CO. ET AL","DINNER","COMMERCIAL","DINING CAR","CARD; ILLUS; COL; 5.5X7.25;","DAILY","EMBLEM; DATE HAND WRITTEN; PHOTOGRAPH OF SALT LAKE CITY ON BACK;","1901-2362","1901-09-01","UNION PACIFIC RR CO ET AL","DOLLARS","$","COMPLETE",2,37
14299,5652,"","UNION PACIFIC R.R. CO. ET AL","DINNER","COMMERCIAL","DINING CAR","CARD; ILLUS; COL; 5.5X7.25;","DAILY","EMBLEM; DATE HAND WRITTEN; PHOTOGRAPH OF SALT LAKE CITY ON BACK;","1901-2362","1901-09-01","UNION PACIFIC RR CO ET AL","DOLLARS","$","COMPLETE",2,37
14333,5762,"","PARK AVENUE HOTEL","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; 4X7.5;","","PRICED WINE LIST; FEB NOTED ""FROM MR. LEWIS C. TWOMBLEY"";","1905-1053","1905-12-31","PARK AVENUE HOTEL","DOLLARS","$","COMPLETE",2,27
14333,5763,"","PARK AVENUE HOTEL","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; 4X7.5;","","PRICED WINE LIST; FEB NOTED ""FROM MR. LEWIS C. TWOMBLEY"";","1905-1053","1905-12-31","PARK AVENUE HOTEL","DOLLARS","$","COMPLETE",2,27
14401,6008,"","BLANCO'S","DINNER","COMMERCIAL","SAN FRANCISCO CA","FOLDER; ILLUS; COL; 6.75X12;","","PRICED WINE LIST; FRONT AND BACK EXTENSIVELY ILLUSTRATED; ""SAN FRANCISCO"" NOTED BY FEB;","1907-1003","1907-11-24","BLANCOS","DOLLARS","$","COMPLETE",4,254
14401,6009,"","BLANCO'S","DINNER","COMMERCIAL","SAN FRANCISCO CA","FOLDER; ILLUS; COL; 6.75X12;","","PRICED WINE LIST; FRONT AND BACK EXTENSIVELY ILLUSTRATED; ""SAN FRANCISCO"" NOTED BY FEB;","1907-1003","1907-11-24","BLANCOS","DOLLARS","$","COMPLETE",4,254
14401,6010,"","BLANCO'S","DINNER","COMMERCIAL","SAN FRANCISCO CA","FOLDER; ILLUS; COL; 6.75X12;","","PRICED WINE LIST; FRONT AND BACK EXTENSIVELY ILLUSTRATED; ""SAN FRANCISCO"" NOTED BY FEB;","1907-1003","1907-11-24","BLANCOS","DOLLARS","$","COMPLETE",4,254
14401,6007,"","BLANCO'S","DINNER","COMMERCIAL","SAN FRANCISCO CA","FOLDER; ILLUS; COL; 6.75X12;","","PRICED WINE LIST; FRONT AND BACK EXTENSIVELY ILLUSTRATED; ""SAN FRANCISCO"" NOTED BY FEB;","1907-1003","1907-11-24","BLANCOS","DOLLARS","$","COMPLETE",4,254
14414,6072,"","WALDORF ASTORIA","DINNER","COMMERCIAL","NEW YORK","CARD; 5 X 8.5;","","PRICED MENU;","1907-1019","1907-11-29","WALDORF ASTORIA","DOLLARS","$","COMPLETE",2,117
14414,6071,"","WALDORF ASTORIA","DINNER","COMMERCIAL","NEW YORK","CARD; 5 X 8.5;","","PRICED MENU;","1907-1019","1907-11-29","WALDORF ASTORIA","DOLLARS","$","COMPLETE",2,117
14447,6201,"","HOTEL THORNDIKE","DINNER","COMMERCIAL","BOYLSTON STREET BOSTON MA","CARD; 6X9;","","PRICED MENU;","1907-1080","1907-12-17","HOTEL THORNDIKE","DOLLARS","$","COMPLETE",2,105
14447,6200,"","HOTEL THORNDIKE","DINNER","COMMERCIAL","BOYLSTON STREET BOSTON MA","CARD; 6X9;","","PRICED MENU;","1907-1080","1907-12-17","HOTEL THORNDIKE","DOLLARS","$","COMPLETE",2,105
14481,6358,"","CUNARD LINE","DINNER","COMMERCIAL","RMS CAMPANIA","CARD;ILL;COL;4.25X6.5;","DAILY","RED FLAG WITH LION ON UPPER LEFT;PRICED WINE LIST ON BACK OF CARD","1900-2119","1900-02-25","CUNARD LINE","DOLLARS","$","COMPLETE",2,116
14481,6359,"","CUNARD LINE","DINNER","COMMERCIAL","RMS CAMPANIA","CARD;ILL;COL;4.25X6.5;","DAILY","RED FLAG WITH LION ON UPPER LEFT;PRICED WINE LIST ON BACK OF CARD","1900-2119","1900-02-25","CUNARD LINE","DOLLARS","$","COMPLETE",2,116
16512,12511,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X9.75;","OTHER DAILY","A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;","1900-2134","1900-02-25","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
16512,12512,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X9.75;","OTHER DAILY","A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;","1900-2134","1900-02-25","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
16583,12671,"","U.S.M.S.","DINNER","NAV","ON BOARD NEW YORK","CARD; ILLUS; 3.75X6;","","MARITIME FLAG AT TOP; PRICED WINE LIST ON BACK OF MENU;","1900-5036","1900-12-15","USMS","DOLLARS","$","COMPLETE",2,105
16583,12672,"","U.S.M.S.","DINNER","NAV","ON BOARD NEW YORK","CARD; ILLUS; 3.75X6;","","MARITIME FLAG AT TOP; PRICED WINE LIST ON BACK OF MENU;","1900-5036","1900-12-15","USMS","DOLLARS","$","COMPLETE",2,105
16618,12757,"","WALDORF ASTORIA","DINNER","COMMERCIAL","NYC","BROADSIDE;ILLUS;5X8.5;","","ALL ITEMS PRICED INDIVDUALY;","1907-1129","1907-12-31","WALDORF ASTORIA","DOLLARS","$","COMPLETE",2,119
16618,12758,"","WALDORF ASTORIA","DINNER","COMMERCIAL","NYC","BROADSIDE;ILLUS;5X8.5;","","ALL ITEMS PRICED INDIVDUALY;","1907-1129","1907-12-31","WALDORF ASTORIA","DOLLARS","$","COMPLETE",2,119
16657,12847,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X8.75;","OTHER DAILY","A LA CARTE PRICED MENU; HOTEL SEAL AT TOP;","1900-2153","1900-02-26","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
16657,12848,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X8.75;","OTHER DAILY","A LA CARTE PRICED MENU; HOTEL SEAL AT TOP;","1900-2153","1900-02-26","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
16731,13020,"","HAAN'S","DINNER","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","CARD;ILL;COL;7X11;","DAILY","WINE LIST;","1900-1176","1900-02-20","HAANS","DOLLARS","$","COMPLETE",2,353
16731,13019,"","HAAN'S","DINNER","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","CARD;ILL;COL;7X11;","DAILY","WINE LIST;","1900-1176","1900-02-20","HAANS","DOLLARS","$","COMPLETE",2,353
16732,13022,"","HAAN'S","DINNER","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","FOLDER;ILL;COL;7X11;","DAILY","WINE LIST;A LA CARTE MENU;HANDWRITTEN DATE","1900-1177","1900-02-20","HAANS","DOLLARS","$","COMPLETE",4,508
16732,13024,"","HAAN'S","DINNER","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","FOLDER;ILL;COL;7X11;","DAILY","WINE LIST;A LA CARTE MENU;HANDWRITTEN DATE","1900-1177","1900-02-20","HAANS","DOLLARS","$","COMPLETE",4,508
16732,13021,"","HAAN'S","DINNER","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","FOLDER;ILL;COL;7X11;","DAILY","WINE LIST;A LA CARTE MENU;HANDWRITTEN DATE","1900-1177","1900-02-20","HAANS","DOLLARS","$","COMPLETE",4,508
16732,13023,"","HAAN'S","DINNER","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","FOLDER;ILL;COL;7X11;","DAILY","WINE LIST;A LA CARTE MENU;HANDWRITTEN DATE","1900-1177","1900-02-20","HAANS","DOLLARS","$","COMPLETE",4,508
16737,13042,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X8.75;","","A LA CARTE PRICED DINNER MENU; HOTEL SEAL AT TOP OF MENU;","1900-2027","1900-02-22","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
16737,13041,"","HOTEL MARIE ANTOINETTE","DINNER","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 6.5X8.75;","","A LA CARTE PRICED DINNER MENU; HOTEL SEAL AT TOP OF MENU;","1900-2027","1900-02-22","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,123
16746,13061,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY; DUTCH WOMEN AND CHILDREN LOOKING OUT TO SEA AT STEAMER;","1900-2178","1900-02-27","RED STAR LINE","DOLLARS","$","COMPLETE",2,27
16746,13062,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY; DUTCH WOMEN AND CHILDREN LOOKING OUT TO SEA AT STEAMER;","1900-2178","1900-02-27","RED STAR LINE","DOLLARS","$","COMPLETE",2,27
16747,13063,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY; DUTCH WOMEN AND CHILDREN LOOKING OUT TO SEA AT STEAMER;","1900-2179","1900-02-28","RED STAR LINE","DOLLARS","$","COMPLETE",2,53
16747,13064,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY; DUTCH WOMEN AND CHILDREN LOOKING OUT TO SEA AT STEAMER;","1900-2179","1900-02-28","RED STAR LINE","DOLLARS","$","COMPLETE",2,53
16759,13087,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ATHABASCA","DINNER","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7;","DAILY","","1900-4226","1900-09-01","CANADIAN PACIFIC RAILWAY CO SSATHABASCA","DOLLARS","$","COMPLETE",2,21
16759,13088,"","CANADIAN PACIFIC RAILWAY CO. - S.S. ATHABASCA","DINNER","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 4.5 X 7;","DAILY","","1900-4226","1900-09-01","CANADIAN PACIFIC RAILWAY CO SSATHABASCA","DOLLARS","$","COMPLETE",2,21
16778,13127,"","?","DINNER","COMMERCIAL","NIAGARA TO THE SEA","CARD;ILLUS;4.25X7;","DAILY","WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;","1900-3848","1900-07-08","","DOLLARS","$","COMPLETE",2,64
16778,13128,"","?","DINNER","COMMERCIAL","NIAGARA TO THE SEA","CARD;ILLUS;4.25X7;","DAILY","WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;","1900-3848","1900-07-08","","DOLLARS","$","COMPLETE",2,64
16779,13130,"","?","DINNER","COMMERCIAL","NIAGARA TO THE SEA","CARD;ILLUS;4.25X7;","DAILY","WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;","1900-3861","1900-07-09","","DOLLARS","$","COMPLETE",2,67
16779,13129,"","?","DINNER","COMMERCIAL","NIAGARA TO THE SEA","CARD;ILLUS;4.25X7;","DAILY","WINE LIST ON BACK;CANDLE STICK,CHAFING DISH,FOOD;DATE WRITTEN BY HAND PROBABLY FB;","1900-3861","1900-07-09","","DOLLARS","$","COMPLETE",2,67
16813,13213,"","ST. REGIS HOTEL","DINNER","COMMERCIAL","NEW YORK CITY","CARD; 5X8;","","MENU IN BOTH FRENCH AND ENGLISH;","1906-1047","1906-12-31","HOTEL ST REGIS","DOLLARS","$","COMPLETE",2,182
16813,13212,"","ST. REGIS HOTEL","DINNER","COMMERCIAL","NEW YORK CITY","CARD; 5X8;","","MENU IN BOTH FRENCH AND ENGLISH;","1906-1047","1906-12-31","HOTEL ST REGIS","DOLLARS","$","COMPLETE",2,182
16855,13302,"","U.S.M.S. NEW YORK","DINNER","COMMERCIAL","USMS NEW YORK","CARD;ILL;COL;4X6.25;","DAILY","FLAG WITH BIRD IN BLUE UPPER LEFT;PRICED WINE LIST ON BACK;","1900-1072","1900-02-14","USMS NEW YORK","DOLLARS","$","COMPLETE",2,98
16855,13303,"","U.S.M.S. NEW YORK","DINNER","COMMERCIAL","USMS NEW YORK","CARD;ILL;COL;4X6.25;","DAILY","FLAG WITH BIRD IN BLUE UPPER LEFT;PRICED WINE LIST ON BACK;","1900-1072","1900-02-14","USMS NEW YORK","DOLLARS","$","COMPLETE",2,98
16896,13404,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH WEST","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;","1900-3887","1900-07-14","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,215
16896,13405,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH WEST","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;","1900-3887","1900-07-14","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,215
16896,13403,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH WEST","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;","1900-3887","1900-07-14","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,215
16896,13402,"","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","DINNER","COMMERCIAL","ON BOARD SS NORTH WEST","FOLDER; ILLUS; 7.0X11.0;","","ILLUS, DRAWING OF STEAMER SET WITHIN FRAME;","1900-3887","1900-07-14","NORTHERN STEAMSHIP COMPANYGREAT NORTHERN RY LINE","DOLLARS","$","COMPLETE",4,215
16909,13439,"","NORTHERN PACIFIC RAILWAY","DINNER","COMMERCIAL","YELLOWSTONE PARK LINE","CARD; ILLUS; COL; 5.5X7.5;","","TABLE D'HOTE MENU, $1; COMPANY LOGO AT TOP OF MENU; PRICED WINE LIST ON BACK OF MENU; [DATE INFO SUPPLIED BY FEB];","1900-3343","1900-05-01","NORTHERN PACIFIC RAILWAY","DOLLARS","$","COMPLETE",2,70
16909,13438,"","NORTHERN PACIFIC RAILWAY","DINNER","COMMERCIAL","YELLOWSTONE PARK LINE","CARD; ILLUS; COL; 5.5X7.5;","","TABLE D'HOTE MENU, $1; COMPANY LOGO AT TOP OF MENU; PRICED WINE LIST ON BACK OF MENU; [DATE INFO SUPPLIED BY FEB];","1900-3343","1900-05-01","NORTHERN PACIFIC RAILWAY","DOLLARS","$","COMPLETE",2,70
